marketing_record_id,captured_at,platform,source_label,campaign,name,email,phone,zip_code,service,form_name,landing_page
MKT0002503,2025-12-14T10:21:00.000000,Website Analytics,direct_website,Direct,Eric Chandler,eric.chandler@example.com,2103793962,78230,Cabinet Painting,Website Contact Form,/contact
MKT0002504,2025-09-12T14:11:00.000000,Website Analytics,organic_search,Organic Search,Leroy Thomas,lthomas@example.com,2107333949,78209,Exterior Painting,Website Estimate Form,/services
MKT0002505,2026-03-04T08:26:00.000000,Website Analytics,direct_website,Direct,Leroy Thomas,lthomas@example.com,2107333949,78209,Interior Painting,Website Contact Form,/contact
MKT0002506,2025-06-02T07:12:00.000000,Meta,meta_paid,Meta | Free Estimate,Jessica Khan,jessica.khan5@example.com,726-543-7896,78217,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002507,2025-09-27T02:51:00.000000,Meta,meta_paid,Meta | Home Refresh,Jessica Khan,jessica.khan5@example.com,7265437896,78217,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002508,2025-03-25T11:26:00.000000,Google Ads,google_paid,Search | Cabinet Painting,David Stephenson,dstephenson@example.net,7267089372,78216,Cabinet Painting,Request an Estimate,/estimate
MKT0002509,2025-06-20T11:43:00.000000,Google Ads,google_paid,Search | Exterior Painting,Charles Carter,charles.carter13@example.net,7264557348,78213,Exterior Painting,Request an Estimate,/estimate
MKT0002510,2025-05-03T20:33:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Austin Shelton,ashelton@example.net,+1 210 698 8195,78232,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002511,2026-05-07T16:08:00.000000,Website Analytics,direct_website,Direct,Paul Green,paul.green@example.org,2102744540,78209,Exterior Painting,Website Contact Form,/contact
MKT0002512,2026-06-22T16:04:00.000000,Website Analytics,direct_website,Direct,Trevor Jones,trevor.jones91@example.com,(726) 515-8337,78230,Drywall Repair,Website Contact Form,/contact
MKT0002513,2026-04-10T01:08:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Kenneth Sharp,ksharp@example.net,2104240711,78201,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002514,2026-06-17T05:18:00.000000,Website Analytics,organic_search,Organic Search,Kenneth Sharp,ksharp@example.net,2104240711,78201,Interior Painting,Website Estimate Form,/services
MKT0002515,2026-05-28T18:45:00.000000,Meta,meta_paid,Meta | Free Estimate,melissa monroe,melissa.monroe75@example.net,210-598-8748,78209,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002516,2025-03-14T12:01:00.000000,Website Analytics,organic_search,Organic Search,Leah Paul,,210-330-4045,78240,Exterior Painting,Website Estimate Form,/services
MKT0002517,2025-08-25T02:34:00.000000,Website Analytics,direct_website,Direct,Leah Paul,leah.paul78@example.net,2103304045,78240,Interior Painting,Website Contact Form,/contact
MKT0002518,2026-05-12T09:06:00.000000,Meta,meta_paid,Meta | Free Estimate,Emily Vasquez,emilyvasquez@example.net,2104347694,78209,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002519,2026-06-26T09:44:00.000000,Website Analytics,organic_search,Organic Search,Emily Vasquez,emilyvasquez@example.net,2104347694,78209,Interior Painting,Website Estimate Form,/services
MKT0002520,2026-06-07T04:31:00.000000,Website Analytics,organic_search,Organic Search,Amy Cortez,amycortez@example.net,210-558-6752,78230,Minor Remodeling,Website Estimate Form,/services
MKT0002521,2025-07-26T13:14:00.000000,Website Analytics,organic_search,Organic Search,Regina Bolton,regina.bolton@example.net,726-284-9498,78228,Interior Painting,Website Estimate Form,/services
MKT0002522,2026-06-15T18:45:00.000000,Google Ads,google_paid,Search | Interior Painting,John Trevino,john.trevino62@example.net,7266766240,78209,Interior Painting,Request an Estimate,/estimate
MKT0002523,2025-02-07T04:18:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Laura Frazier,laura.frazier@example.net,7268046616,78232,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002524,2025-09-23T07:01:00.000000,Google Ads,google_paid,Search | Interior Painting,Laura Frazier,laura.frazier@example.net,(726) 804-6616,78232,Interior Painting,Request an Estimate,/estimate
MKT0002525,2025-03-15T15:25:00.000000,Google Ads,google_paid,Search | Exterior Painting,Jerry Sellers,jerry.sellers25@example.org,210-431-0848,78217,Exterior Painting,Request an Estimate,/estimate
MKT0002526,2025-10-05T12:04:00.000000,Google Ads,google_paid,Search | Drywall Repair,Meredith Gomez,meredith.gomez@example.net,(210) 697-7334,78230,Drywall Repair,Request an Estimate,/estimate
MKT0002527,2026-01-24T15:21:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Meredith Gomez,meredith.gomez@example.net,2106977334,78230,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002528,2026-05-21T20:10:00.000000,Website Analytics,direct_website,Direct,meredith gomez,meredith.gomez@example.net,(210) 697-7334,78230,Exterior Painting,Website Contact Form,/contact
MKT0002529,2025-02-24T04:55:00.000000,Meta,meta_paid,Meta | Home Refresh,Gregory Sullivan,gregorysullivan@example.net,7268829573,78228,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002530,2025-08-12T01:55:00.000000,Website Analytics,direct_website,Direct,Gregory Sullivan,gregorysullivan@example.net,,78228,Cabinet Painting,Website Contact Form,/contact
MKT0002531,2026-04-22T17:14:00.000000,Google Ads,google_paid,Search | Interior Painting,Justin Smith,jsmith@example.net,+1 726 532 1073,78228,Interior Painting,Request an Estimate,/estimate
MKT0002532,2026-06-26T15:30:00.000000,Website Analytics,direct_website,Direct,Benjamin Thompson,benjaminthompson@example.net,2108773232,78201,Cabinet Painting,Website Contact Form,/contact
MKT0002533,2025-09-11T10:11:00.000000,Website Analytics,direct_website,Direct,Connie Farrell,conniefarrell@example.org,7265033036,78232,Minor Remodeling,Website Contact Form,/contact
MKT0002534,2025-03-28T20:46:00.000000,Meta,meta_paid,Meta | Free Estimate,Timothy Booth,timothybooth@example.org,2105735947,78228,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002535,2025-02-03T19:07:00.000000,Website Analytics,direct_website,Direct,James Pacheco,james.pacheco62@example.com,7266213749,78230,Exterior Painting,Website Contact Form,/contact
MKT0002536,2025-04-13T00:37:00.000000,Website Analytics,organic_search,Organic Search,James Pacheco,james.pacheco62@example.com,7266213749,78230,Cabinet Painting,Website Estimate Form,/services
MKT0002537,2026-01-30T07:18:00.000000,Google Ads,google_paid,Search | Exterior Painting,Tiffany Rowe,tiffany.rowe54@example.org,2104445483,78230,Exterior Painting,Request an Estimate,/estimate
MKT0002538,2026-04-27T09:42:00.000000,Website Analytics,organic_search,Organic Search,Tiffany Rowe,tiffany.rowe54@example.org,2104445483,78230,Exterior Painting,Website Estimate Form,/services
MKT0002539,2026-01-06T12:59:00.000000,Meta,meta_paid,Meta | Free Estimate,Rachel Robertson,rachel.robertson83@example.com,2105973510,78240,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002540,2025-07-07T18:06:00.000000,Google Ads,google_paid,Search | Exterior Painting,David Nguyen,david.nguyen85@example.com,+1 210 336 2907,78217,Exterior Painting,Request an Estimate,/estimate
MKT0002541,2025-06-20T16:02:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Christopher Tran,christophertran@example.org,+1 210 211 8937,78201,Cabinet Painting,Request an Estimate,/estimate
MKT0002542,2025-08-07T09:37:00.000000,Website Analytics,organic_search,Organic Search,Angela Lopez,angela.lopez@example.net,(726) 671-8145,78229,Drywall Repair,Website Estimate Form,/services
MKT0002543,2025-10-21T15:30:00.000000,Website Analytics,organic_search,Organic Search,Phillip Taylor,phillip.taylor@example.com,7265887319,78201,Exterior Painting,Website Estimate Form,/services
MKT0002544,2026-02-05T20:40:00.000000,Google Ads,google_paid,Search | Exterior Painting,Phillip Taylor,phillip.taylor@example.com,7265887319,78201,Exterior Painting,Request an Estimate,/estimate
MKT0002545,2025-11-21T12:52:00.000000,Website Analytics,direct_website,Direct,Dana Sawyer,dana.sawyer77@example.net,7269442413,78213,Interior Painting,Website Contact Form,/contact
MKT0002546,2025-09-17T19:50:00.000000,Meta,meta_paid,Meta | Home Refresh,Lisa Bailey,lisabailey@example.net,2104616211,78232,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002547,2025-09-01T20:34:00.000000,Google Ads,google_paid,Search | Interior Painting,Jerry Jacobs,jjacobs@example.org,+1 726 968 0916,78216,Interior Painting,Request an Estimate,/estimate
MKT0002548,2025-01-14T06:38:00.000000,Google Ads,google_paid,Search | Interior Painting,Tonya York,tonya.york62@example.org,2105186406,78240,Interior Painting,Request an Estimate,/estimate
MKT0002549,2025-07-12T01:28:00.000000,Website Analytics,organic_search,Organic Search,Tonya York,tonya.york62@example.org,2105186406,78240,Minor Remodeling,Website Estimate Form,/services
MKT0002550,2025-10-02T19:20:00.000000,Website Analytics,organic_search,Organic Search,John Contreras,john.contreras27@example.net,2103889097,78232,Drywall Repair,Website Estimate Form,/services
MKT0002551,2026-05-29T23:07:00.000000,Website Analytics,direct_website,Direct,John Contreras,john.contreras27@example.net,(210) 388-9097,78232,Minor Remodeling,Website Contact Form,/contact
MKT0002552,2025-11-04T07:24:00.000000,Website Analytics,organic_search,Organic Search,Veronica Gray,veronicagray@example.com,2105505738,78230,Exterior Painting,Website Estimate Form,/services
MKT0002553,2025-04-07T14:45:00.000000,Google Ads,google_paid,Search | Drywall Repair,Walter Lane,wlane@example.org,+1 726 505 3442,78201,Drywall Repair,Request an Estimate,/estimate
MKT0002554,2025-10-08T09:38:00.000000,Website Analytics,organic_search,Organic Search,Thomas Stewart,thomas.stewart@example.net,,78209,Minor Remodeling,Website Estimate Form,/services
MKT0002555,2025-12-05T12:08:00.000000,Website Analytics,direct_website,Direct,Thomas Stewart,thomas.stewart@example.net,2106146729,78209,Exterior Painting,Website Contact Form,/contact
MKT0002556,2026-01-22T11:28:00.000000,Google Ads,google_paid,Search | Interior Painting,A. Cole,anthonycole@example.com,+1 210 963 1284,78209,Interior Painting,Request an Estimate,/estimate
MKT0002557,2025-09-11T13:38:00.000000,Meta,meta_paid,Meta | Free Estimate,Jessica Hall,jessicahall@example.net,+1 210 756 8914,78228,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002558,2025-04-01T14:26:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Michael Weber,michaelweber@example.com,7269502225,78240,Cabinet Painting,Request an Estimate,/estimate
MKT0002559,2025-10-10T21:00:00.000000,Meta,meta_paid,Meta | Free Estimate,Michelle Vaughan,michelle.vaughan@example.net,2107175199,78209,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002560,2025-06-26T18:56:00.000000,Meta,meta_paid,Meta | Home Refresh,Stephanie Blanchard,sblanchard@example.com,(210) 910-7770,78213,Interior Painting,Meta Lead Form,/painting-offer
MKT0002561,2025-09-09T09:08:00.000000,Google Ads,google_paid,Search | Interior Painting,Stephanie Blackwell,stephanie.blackwell@example.com,2108282952,78228,Interior Painting,Request an Estimate,/estimate
MKT0002562,2025-02-23T05:54:00.000000,Website Analytics,organic_search,Organic Search,Erik Williams,erik.williams@example.org,2103127645,78230,Interior Painting,Website Estimate Form,/services
MKT0002563,2025-06-29T02:44:00.000000,Google Ads,google_paid,Search | Interior Painting,Kathy Barton,kbarton@example.org,(726) 810-5396,78201,Interior Painting,Request an Estimate,/estimate
MKT0002564,2026-04-08T18:50:00.000000,Google Ads,google_paid,Search | Exterior Painting,Jennifer Clark,jennifer.clark88@example.net,210-828-7475,78232,Exterior Painting,Request an Estimate,/estimate
MKT0002565,2025-03-19T02:08:00.000000,Google Ads,google_paid,Search | Interior Painting,Lisa Martinez,lisa.martinez42@example.org,2103112968,78229,Interior Painting,Request an Estimate,/estimate
MKT0002566,2025-01-17T17:58:00.000000,Google Ads,google_paid,Search | Interior Painting,Christopher Larson,christopherlarson@example.com,7266533188,78213,Interior Painting,Request an Estimate,/estimate
MKT0002567,2025-01-17T18:04:00.000000,Google Ads,google_paid,Search | Interior Painting,Christopher Larson,christopherlarson@example.com,7266533188,78213,Interior Painting,Request an Estimate,/estimate
MKT0002568,2025-05-30T08:28:00.000000,Website Analytics,organic_search,Organic Search,Michael Watson,mwatson@example.org,210-389-2260,78230,Exterior Painting,Website Estimate Form,/services
MKT0002569,2026-01-31T09:22:00.000000,Google Ads,google_paid,Search | Minor Remodeling,Derek Mercado,derek.mercado@example.com,2107949423,78230,Minor Remodeling,Request an Estimate,/estimate
MKT0002570,2025-09-09T17:38:00.000000,Google Ads,google_paid,Search | Interior Painting,Shelley Howard,shelley.howard@example.com,2102116681,78201,Interior Painting,Request an Estimate,/estimate
MKT0002571,2025-11-29T09:01:00.000000,Google Ads,google_paid,Search | Cabinet Painting,James Brooks,jbrooks@example.net,2104951007,78229,Cabinet Painting,Request an Estimate,/estimate
MKT0002572,2026-01-27T18:07:00.000000,Website Analytics,organic_search,Organic Search,James Brooks,jbrooks@example.net,2104951007,78229,Interior Painting,Website Estimate Form,/services
MKT0002573,2025-10-15T00:10:00.000000,Google Ads,google_paid,Search | Interior Painting,Larry Harris,lharris@example.net,+1 726 666 7599,78213,Interior Painting,Request an Estimate,/estimate
MKT0002574,2025-02-18T16:05:00.000000,Website Analytics,direct_website,Direct,W. James,william.james45@example.org,7265938247,78217,Interior Painting,Website Contact Form,/contact
MKT0002575,2025-10-08T13:50:00.000000,Website Analytics,organic_search,Organic Search,Heather Martin,heather.martin68@example.org,+1 726 843 7759,78217,Exterior Painting,Website Estimate Form,/services
MKT0002576,2026-05-02T07:10:00.000000,Website Analytics,direct_website,Direct,Molly Rasmussen,mrasmussen@example.net,2108382508,78201,Exterior Painting,Website Contact Form,/contact
MKT0002577,2025-01-25T07:48:00.000000,Google Ads,google_paid,Search | Interior Painting,Lori Martinez,lorimartinez@example.org,7264491800,78209,Interior Painting,Request an Estimate,/estimate
MKT0002578,2025-08-09T10:11:00.000000,Google Ads,google_paid,Search | Interior Painting,Melissa Williams,mwilliams@example.com,210-754-3269,78229,Interior Painting,Request an Estimate,/estimate
MKT0002579,2026-06-03T15:17:00.000000,Meta,meta_paid,Meta | Free Estimate,Jacob Lopez,jacob.lopez32@example.com,210-231-2622,78201,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0002580,2025-01-07T00:07:00.000000,Google Ads,google_paid,Search | Exterior Painting,Blake Jones,blake.jones89@example.net,2106191183,78230,Exterior Painting,Request an Estimate,/estimate
MKT0002581,2026-05-28T12:48:00.000000,Meta,meta_paid,Meta | Free Estimate,Alyssa Mendoza,,2103386649,78230,Interior Painting,Meta Lead Form,/painting-offer
MKT0002582,2025-08-22T17:29:00.000000,Meta,meta_paid,Meta | Home Refresh,Michael Rojas,michael.rojas@example.com,(726) 973-4576,78217,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002583,2025-02-18T09:01:00.000000,Website Analytics,organic_search,Organic Search,Rachel Howard,rachel.howard74@example.org,+1 210 559 3265,78201,Drywall Repair,Website Estimate Form,/services
MKT0002584,2025-11-13T18:39:00.000000,Website Analytics,organic_search,Organic Search,Rachel Howard,rachel.howard74@example.org,(210) 559-3265,78201,Interior Painting,Website Estimate Form,/services
MKT0002585,2025-07-05T17:54:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Sandra Washington,sandra.washington2@example.org,7263884618,78228,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0002586,2025-07-05T18:03:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Sandra Washington,sandra.washington2@example.org,7263884618,78228,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0002587,2025-08-23T17:55:00.000000,Website Analytics,organic_search,Organic Search,Michelle Joseph,michellejoseph@example.com,+1 210 417 3702,78213,Interior Painting,Website Estimate Form,/services
MKT0002588,2025-11-01T19:18:00.000000,Website Analytics,organic_search,Organic Search,Michelle Joseph,michellejoseph@example.com,+1 210 417 3702,78213,Exterior Painting,Website Estimate Form,/services
MKT0002589,2025-07-06T17:00:00.000000,Website Analytics,organic_search,Organic Search,Justin Bradford,justinbradford@example.net,7263803554,78229,Exterior Painting,Website Estimate Form,/services
MKT0002590,2025-03-24T16:55:00.000000,Google Ads,google_paid,Search | Interior Painting,Valerie Hernandez,vhernandez@example.org,726-351-6079,78228,Interior Painting,Request an Estimate,/estimate
MKT0002591,2025-10-03T08:03:00.000000,Website Analytics,direct_website,Direct,Valerie Hernandez,vhernandez@example.org,7263516079,78228,Exterior Painting,Website Contact Form,/contact
MKT0002592,2025-02-03T08:09:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Cheryl Nguyen,cherylnguyen@example.net,(210) 878-4716,78217,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002593,2025-02-09T09:16:00.000000,Meta,meta_paid,Meta | Seasonal Promo,S. Mcmillan,stephanie.mcmillan49@example.com,7269968605,78229,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002594,2025-03-19T14:01:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Curtis Johnson,curtis.johnson71@example.org,7263038946,78201,Cabinet Painting,Request an Estimate,/estimate
MKT0002595,2025-03-19T14:10:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Curtis Johnson,curtis.johnson71@example.org,7263038946,78201,Cabinet Painting,Request an Estimate,/estimate
MKT0002596,2025-09-15T19:47:00.000000,Meta,meta_paid,Meta | Free Estimate,Brittany Hernandez,brittany.hernandez20@example.net,7264950380,78230,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002597,2025-12-29T11:25:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Brittany Hernandez,brittany.hernandez20@example.net,7264950380,78230,Cabinet Painting,Request an Estimate,/estimate
MKT0002598,2025-12-17T04:54:00.000000,Website Analytics,organic_search,Organic Search,Veronica Andrews,veronica.andrews@example.net,7266200521,78228,Cabinet Painting,Website Estimate Form,/services
MKT0002599,2025-12-01T21:26:00.000000,Google Ads,google_paid,Search | Exterior Painting,Elizabeth Malone,elizabethmalone@example.com,7264001824,78217,Exterior Painting,Request an Estimate,/estimate
MKT0002600,2025-12-30T08:28:00.000000,Website Analytics,organic_search,Organic Search,Regina Hendricks,rhendricks@example.com,2108799404,78228,Interior Painting,Website Estimate Form,/services
MKT0002601,2025-01-19T13:59:00.000000,Website Analytics,organic_search,Organic Search,Donna Watts,dwatts@example.org,7266161585,78209,Exterior Painting,Website Estimate Form,/services
MKT0002602,2025-05-12T17:10:00.000000,Website Analytics,direct_website,Direct,Donna Watts,dwatts@example.org,7266161585,78209,Interior Painting,Website Contact Form,/contact
MKT0002603,2025-12-16T12:52:00.000000,Google Ads,google_paid,Search | Minor Remodeling,Nicole Schneider,nicoleschneider@example.org,7269352597,78229,Minor Remodeling,Request an Estimate,/estimate
MKT0002604,2025-04-17T22:31:00.000000,Meta,meta_paid,Meta | Home Refresh,CHRISTINE STEVENS,christinestevens@example.net,2109663895,78228,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002605,2025-11-13T07:52:00.000000,Website Analytics,organic_search,Organic Search,Holly Ingram,hingram@example.com,+1 210 553 5295,78213,Exterior Painting,Website Estimate Form,/services
MKT0002606,2025-06-10T09:51:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Rebecca Williams,rebecca.williams@example.org,726-290-1299,78229,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002607,2025-06-10T09:54:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Rebecca Williams,rebecca.williams@example.org,726-290-1299,78229,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002608,2025-08-25T17:00:00.000000,Google Ads,google_paid,Search | Interior Painting,Rebecca Williams,rebecca.williams@example.org,7262901299,78229,Interior Painting,Request an Estimate,/estimate
MKT0002609,2026-05-27T20:54:00.000000,Website Analytics,organic_search,Organic Search,Robert Stevens,rstevens@example.org,7269870830,78240,Drywall Repair,Website Estimate Form,/services
MKT0002610,2025-04-29T11:58:00.000000,Meta,meta_paid,Meta | Free Estimate,Jimmy Wong,jwong@example.com,726-860-9623,78216,Exterior Painting,Meta Lead Form,/painting-offer
MKT0002611,2025-10-22T20:31:00.000000,Google Ads,google_paid,Search | Interior Painting,Robert Gregory,robertgregory@example.org,210-548-4221,78209,Interior Painting,Request an Estimate,/estimate
MKT0002612,2026-05-20T17:22:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Daniel Grant,daniel.grant@example.com,+1 210 797 9609,78201,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002613,2025-04-04T07:23:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Derrick Pena,derrick.pena@example.com,2107827279,78230,Cabinet Painting,Request an Estimate,/estimate
MKT0002614,2026-01-15T11:29:00.000000,Google Ads,google_paid,Search | Drywall Repair,Danielle Francis,dfrancis@example.net,(210) 246-9963,78213,Drywall Repair,Request an Estimate,/estimate
MKT0002615,2026-03-09T17:28:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Danielle Francis,dfrancis@example.net,210-246-9963,78213,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002616,2026-06-29T08:41:00.000000,Website Analytics,organic_search,Organic Search,danielle francis,dfrancis@example.net,+1 210 246 9963,78213,Exterior Painting,Website Estimate Form,/services
MKT0002617,2025-05-15T02:19:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Allen Wells,allen.wells17@example.com,2109535708,78201,Cabinet Painting,Request an Estimate,/estimate
MKT0002618,2026-01-01T08:06:00.000000,Google Ads,google_paid,Search | Exterior Painting,Rebecca Sparks,rebeccasparks@example.net,7266593198,78213,Exterior Painting,Request an Estimate,/estimate
MKT0002619,2025-01-27T13:35:00.000000,Google Ads,google_paid,Search | Minor Remodeling,Christopher Garcia,christopher.garcia22@example.com,7262885838,78213,Minor Remodeling,Request an Estimate,/estimate
MKT0002620,2025-11-12T14:58:00.000000,Website Analytics,organic_search,Organic Search,Shannon Mercer,shannon.mercer94@example.com,7269754482,78216,Interior Painting,Website Estimate Form,/services
MKT0002621,2025-03-19T21:40:00.000000,Website Analytics,organic_search,Organic Search,Joseph Garcia,joseph.garcia69@example.net,2105545176,78209,Interior Painting,Website Estimate Form,/services
MKT0002622,2025-06-03T20:47:00.000000,Meta,meta_paid,Meta | Home Refresh,Joseph Garcia,joseph.garcia69@example.net,(210) 554-5176,78209,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002623,2026-04-17T09:14:00.000000,Google Ads,google_paid,Search | Cabinet Painting,Kayla Rush,kaylarush@example.org,+1 726 467 6064,78209,Cabinet Painting,Request an Estimate,/estimate
MKT0002624,2026-03-06T19:21:00.000000,Website Analytics,organic_search,Organic Search,Brian Turner,brianturner@example.org,726-441-9035,78240,Cabinet Painting,Website Estimate Form,/services
MKT0002625,2026-02-24T01:42:00.000000,Google Ads,google_paid,Search | Drywall Repair,Holly Farmer,holly.farmer@example.org,,78228,Drywall Repair,Request an Estimate,/estimate
MKT0002626,2026-05-25T12:12:00.000000,Website Analytics,direct_website,Direct,Holly Farmer,holly.farmer@example.org,+1 210 479 7747,78228,Drywall Repair,Website Contact Form,/contact
MKT0002627,2026-04-22T11:24:00.000000,Google Ads,google_paid,Search | Exterior Painting,Joseph Wilson,josephwilson@example.com,,78240,Exterior Painting,Request an Estimate,/estimate
MKT0002628,2026-04-07T19:40:00.000000,Google Ads,google_paid,Search | Interior Painting,Jennifer Haley,jennifer.haley88@example.com,7265021041,78209,Interior Painting,Request an Estimate,/estimate
MKT0002629,2025-05-16T20:55:00.000000,Google Ads,google_paid,Search | Exterior Painting,Joshua Silva,joshua.silva@example.com,7269571922,78201,Exterior Painting,Request an Estimate,/estimate
MKT0002630,2025-04-15T00:19:00.000000,Google Ads,google_paid,Search | Exterior Painting,Wendy Wise,wendy.wise20@example.com,210-219-3268,78216,Exterior Painting,Request an Estimate,/estimate
MKT0002631,2025-04-26T20:14:00.000000,Google Ads,google_paid,Search | Interior Painting,Aaron Boyd,aaron.boyd@example.com,2104439867,78209,Interior Painting,Request an Estimate,/estimate
MKT0002632,2025-06-12T15:36:00.000000,Website Analytics,direct_website,Direct,AARON BOYD,aaron.boyd@example.com,(210) 443-9867,78209,Exterior Painting,Website Contact Form,/contact
MKT0002633,2026-04-30T18:11:00.000000,Google Ads,google_paid,Search | Exterior Painting,Joseph Bennett,jbennett@example.org,7268772310,78228,Exterior Painting,Request an Estimate,/estimate
MKT0002634,2026-05-07T09:17:00.000000,Website Analytics,organic_search,Organic Search,Mariah Smith,mariah.smith66@example.net,(726) 681-9706,78229,Interior Painting,Website Estimate Form,/services
MKT0002635,2025-09-19T13:55:00.000000,Website Analytics,organic_search,Organic Search,Devin Cooper,dcooper@example.net,7269664646,78209,Exterior Painting,Website Estimate Form,/services
MKT0002636,2025-01-09T09:20:00.000000,Meta,meta_paid,Meta | Seasonal Promo,John Moore,john.moore@example.com,2108681241,78209,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002637,2026-01-05T09:59:00.000000,Website Analytics,organic_search,Organic Search,Melinda Booth,mbooth@example.com,726-465-0484,78209,Cabinet Painting,Website Estimate Form,/services
MKT0002638,2026-05-11T11:37:00.000000,Google Ads,google_paid,Search | Drywall Repair,Kimberly Page,kimberly.page34@example.com,210-529-8741,78232,Drywall Repair,Request an Estimate,/estimate
MKT0002639,2025-01-30T21:03:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Eric Wright,eric.wright42@example.com,2107714473,78216,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0002640,2025-01-30T21:04:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Eric Wright,eric.wright42@example.com,2107714473,78216,Minor Remodeling,Meta Lead Form,/painting-offer
MKT0002641,2025-05-10T20:17:00.000000,Website Analytics,organic_search,Organic Search,Rebekah Rice,rebekah.rice11@example.com,(210) 526-0427,78230,Drywall Repair,Website Estimate Form,/services
MKT0002642,2025-01-26T14:39:00.000000,Website Analytics,direct_website,Direct,Christopher Black,christopher.black@example.com,7267869488,78228,Drywall Repair,Website Contact Form,/contact
MKT0002643,2025-10-03T20:11:00.000000,Website Analytics,organic_search,Organic Search,Christopher Black,christopher.black@example.com,7267869488,78228,Interior Painting,Website Estimate Form,/services
MKT0002644,2025-11-16T01:30:00.000000,Google Ads,google_paid,Search | Exterior Painting,Elizabeth Thomas,elizabeththomas@example.org,210-599-3575,78209,Exterior Painting,Request an Estimate,/estimate
MKT0002645,2026-06-06T15:53:00.000000,Meta,meta_paid,Meta | Home Refresh,Lisa Wright,lisawright@example.org,7262251248,78213,Drywall Repair,Meta Lead Form,/painting-offer
MKT0002646,2026-06-09T23:07:00.000000,Google Ads,google_paid,Search | Minor Remodeling,A. Schultz,amanda.schultz2@example.com,210-962-6674,78201,Minor Remodeling,Request an Estimate,/estimate
MKT0002647,2025-11-22T20:02:00.000000,Website Analytics,organic_search,Organic Search,Brianna Saunders,brianna.saunders@example.net,726-277-3459,78201,Interior Painting,Website Estimate Form,/services
MKT0002648,2026-05-12T14:12:00.000000,Website Analytics,organic_search,Organic Search,Heather Olson,heather.olson89@example.com,,78213,Interior Painting,Website Estimate Form,/services
MKT0002649,2026-03-13T14:15:00.000000,Website Analytics,organic_search,Organic Search,shelly taylor,staylor@example.net,(210) 949-5082,78201,Drywall Repair,Website Estimate Form,/services
MKT0002650,2026-04-18T06:37:00.000000,Website Analytics,direct_website,Direct,Shelly Taylor,staylor@example.net,2109495082,78201,Exterior Painting,Website Contact Form,/contact
MKT0002651,2025-12-01T15:53:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Christine Hartman,chartman@example.net,,78213,Cabinet Painting,Meta Lead Form,/painting-offer
MKT0002652,2025-12-01T16:01:00.000000,Meta,meta_paid,Meta | Seasonal Promo,Christine Hartman,chartman@example.net,,78213,Cabinet Painting,Meta Lead Form,/painting-offer
